Experiment,Class,MisionID,Mision,Arenatype,Arenasize,NumRobots,Faults,Seed,Time,Performance
4,A,2,Aggregation,Cuadrada,pequena,20,No,121,240 Seg,16
4,A,2,Aggregation,Cuadrada,pequena,20,No,167,240 Seg,11
4,A,2,Aggregation,Cuadrada,pequena,20,No,175,240 Seg,17
4,A,2,Aggregation,Cuadrada,pequena,20,No,167,240 Seg,11
5,A,2,Aggregation,Cuadrada,pequena,30,No,158,240 Seg,23
5,A,2,Aggregation,Cuadrada,pequena,30,No,198,240 Seg,25
5,A,2,Aggregation,Cuadrada,pequena,30,No,142,240 Seg,23
5,A,2,Aggregation,Cuadrada,pequena,30,No,138,240 Seg,18
5,A,2,Aggregation,Cuadrada,pequena,30,No,107,240 Seg,18
5,A,2,Aggregation,Cuadrada,pequena,30,No,139,240 Seg,21
5,A,2,Aggregation,Cuadrada,pequena,30,No,119,240 Seg,24
5,A,2,Aggregation,Cuadrada,pequena,30,No,116,240 Seg,22
5,A,2,Aggregation,Cuadrada,pequena,30,No,130,240 Seg,19
5,A,2,Aggregation,Cuadrada,pequena,30,No,101,240 Seg,23
6,A,2,Aggregation,Cuadrada,pequena,40,No,183,240 Seg,23
6,A,2,Aggregation,Cuadrada,pequena,40,No,163,240 Seg,26
6,A,2,Aggregation,Cuadrada,pequena,40,No,116,240 Seg,25
6,A,2,Aggregation,Cuadrada,pequena,40,No,119,240 Seg,22
6,A,2,Aggregation,Cuadrada,pequena,40,No,126,240 Seg,26
6,A,2,Aggregation,Cuadrada,pequena,40,No,107,240 Seg,25
6,A,2,Aggregation,Cuadrada,pequena,40,No,198,240 Seg,26
6,A,2,Aggregation,Cuadrada,pequena,40,No,170,240 Seg,21
6,A,2,Aggregation,Cuadrada,pequena,40,No,184,240 Seg,21
6,A,2,Aggregation,Cuadrada,pequena,40,No,134,240 Seg,25
7,A,2,Aggregation,Cuadrada,pequena,50,No,121,240 Seg,24
7,A,2,Aggregation,Cuadrada,pequena,50,No,189,240 Seg,26
7,A,2,Aggregation,Cuadrada,pequena,50,No,185,240 Seg,25
7,A,2,Aggregation,Cuadrada,pequena,50,No,199,240 Seg,28
7,A,2,Aggregation,Cuadrada,pequena,50,No,127,240 Seg,29
7,A,2,Aggregation,Cuadrada,pequena,50,No,104,240 Seg,31
7,A,2,Aggregation,Cuadrada,pequena,50,No,129,240 Seg,26
7,A,2,Aggregation,Cuadrada,pequena,50,No,194,240 Seg,22
7,A,2,Aggregation,Cuadrada,pequena,50,No,198,240 Seg,23
7,A,2,Aggregation,Cuadrada,pequena,50,No,112,240 Seg,20
8,A,2,Aggregation,Cuadrada,pequena,60,No,182,240 Seg,28
8,A,2,Aggregation,Cuadrada,pequena,60,No,125,240 Seg,26
8,A,2,Aggregation,Cuadrada,pequena,60,No,101,240 Seg,21
8,A,2,Aggregation,Cuadrada,pequena,60,No,100,240 Seg,22
8,A,2,Aggregation,Cuadrada,pequena,60,No,149,240 Seg,24
8,A,2,Aggregation,Cuadrada,pequena,60,No,198,240 Seg,30
8,A,2,Aggregation,Cuadrada,pequena,60,No,135,240 Seg,26
8,A,2,Aggregation,Cuadrada,pequena,60,No,149,240 Seg,24
8,A,2,Aggregation,Cuadrada,pequena,60,No,106,240 Seg,32
8,A,2,Aggregation,Cuadrada,pequena,60,No,145,240 Seg,31
9,A,2,Aggregation,Cuadrada,pequena,70,No,101,240 Seg,24
9,A,2,Aggregation,Cuadrada,pequena,70,No,108,240 Seg,30
9,A,2,Aggregation,Cuadrada,pequena,70,No,100,240 Seg,25
9,A,2,Aggregation,Cuadrada,pequena,70,No,187,240 Seg,31
9,A,2,Aggregation,Cuadrada,pequena,70,No,168,240 Seg,21
9,A,2,Aggregation,Cuadrada,pequena,70,No,196,240 Seg,28
9,A,2,Aggregation,Cuadrada,pequena,70,No,139,240 Seg,24
9,A,2,Aggregation,Cuadrada,pequena,70,No,171,240 Seg,31
9,A,2,Aggregation,Cuadrada,pequena,70,No,182,240 Seg,29
9,A,2,Aggregation,Cuadrada,pequena,70,No,131,240 Seg,26
10,A,2,Aggregation,Cuadrada,pequena,80,No,121,240 Seg,32
10,A,2,Aggregation,Cuadrada,pequena,80,No,135,240 Seg,26
10,A,2,Aggregation,Cuadrada,pequena,80,No,187,240 Seg,31
10,A,2,Aggregation,Cuadrada,pequena,80,No,152,240 Seg,31
10,A,2,Aggregation,Cuadrada,pequena,80,No,195,240 Seg,30
10,A,2,Aggregation,Cuadrada,pequena,80,No,138,240 Seg,27
10,A,2,Aggregation,Cuadrada,pequena,80,No,166,240 Seg,28
10,A,2,Aggregation,Cuadrada,pequena,80,No,178,240 Seg,30
10,A,2,Aggregation,Cuadrada,pequena,80,No,156,240 Seg,30
10,A,2,Aggregation,Cuadrada,pequena,80,No,147,240 Seg,29
11,A,2,Aggregation,Cuadrada,pequena,90,No,137,240 Seg,27
11,A,2,Aggregation,Cuadrada,pequena,90,No,176,240 Seg,29
11,A,2,Aggregation,Cuadrada,pequena,90,No,149,240 Seg,31
11,A,2,Aggregation,Cuadrada,pequena,90,No,175,240 Seg,31
11,A,2,Aggregation,Cuadrada,pequena,90,No,188,240 Seg,30
11,A,2,Aggregation,Cuadrada,pequena,90,No,198,240 Seg,31
11,A,2,Aggregation,Cuadrada,pequena,90,No,134,240 Seg,31
11,A,2,Aggregation,Cuadrada,pequena,90,No,127,240 Seg,29
11,A,2,Aggregation,Cuadrada,pequena,90,No,152,240 Seg,32
11,A,2,Aggregation,Cuadrada,pequena,90,No,177,240 Seg,30
12,A,2,Aggregation,Cuadrada,pequena,100,No,159,240 Seg,26
12,A,2,Aggregation,Cuadrada,pequena,100,No,132,240 Seg,25
12,A,2,Aggregation,Cuadrada,pequena,100,No,153,240 Seg,26
12,A,2,Aggregation,Cuadrada,pequena,100,No,128,240 Seg,27
12,A,2,Aggregation,Cuadrada,pequena,100,No,111,240 Seg,27
12,A,2,Aggregation,Cuadrada,pequena,100,No,158,240 Seg,29
12,A,2,Aggregation,Cuadrada,pequena,100,No,173,240 Seg,32
12,A,2,Aggregation,Cuadrada,pequena,100,No,156,240 Seg,37
12,A,2,Aggregation,Cuadrada,pequena,100,No,168,240 Seg,32
12,A,2,Aggregation,Cuadrada,pequena,100,No,120,240 Seg,29
1,A,2,Aggregation,Cuadrada,mediana,2,No,194,240 Seg,0
1,A,2,Aggregation,Cuadrada,mediana,2,No,121,240 Seg,0
1,A,2,Aggregation,Cuadrada,mediana,2,No,159,240 Seg,1
1,A,2,Aggregation,Cuadrada,mediana,2,No,112,240 Seg,0
1,A,2,Aggregation,Cuadrada,mediana,2,No,118,240 Seg,0
1,A,2,Aggregation,Cuadrada,mediana,2,No,169,240 Seg,1
1,A,2,Aggregation,Cuadrada,mediana,2,No,183,240 Seg,1
1,A,2,Aggregation,Cuadrada,mediana,2,No,191,240 Seg,0
1,A,2,Aggregation,Cuadrada,mediana,2,No,190,240 Seg,1
1,A,2,Aggregation,Cuadrada,mediana,2,No,128,240 Seg,0
2,A,2,Aggregation,Cuadrada,mediana,5,No,107,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,170,240 Seg,2
2,A,2,Aggregation,Cuadrada,mediana,5,No,199,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,160,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,159,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,196,240 Seg,0
2,A,2,Aggregation,Cuadrada,mediana,5,No,153,240 Seg,0
2,A,2,Aggregation,Cuadrada,mediana,5,No,181,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,116,240 Seg,1
2,A,2,Aggregation,Cuadrada,mediana,5,No,198,240 Seg,1
3,A,2,Aggregation,Cuadrada,mediana,10,No,193,240 Seg,4
3,A,2,Aggregation,Cuadrada,mediana,10,No,195,240 Seg,7
3,A,2,Aggregation,Cuadrada,mediana,10,No,185,240 Seg,5
3,A,2,Aggregation,Cuadrada,mediana,10,No,173,240 Seg,3
3,A,2,Aggregation,Cuadrada,mediana,10,No,117,240 Seg,2
3,A,2,Aggregation,Cuadrada,mediana,10,No,124,240 Seg,3
3,A,2,Aggregation,Cuadrada,mediana,10,No,107,240 Seg,5
3,A,2,Aggregation,Cuadrada,mediana,10,No,139,240 Seg,5
3,A,2,Aggregation,Cuadrada,mediana,10,No,180,240 Seg,3
3,A,2,Aggregation,Cuadrada,mediana,10,No,190,240 Seg,3
4,A,2,Aggregation,Cuadrada,mediana,20,No,149,240 Seg,10
4,A,2,Aggregation,Cuadrada,mediana,20,No,149,240 Seg,10
4,A,2,Aggregation,Cuadrada,mediana,20,No,127,240 Seg,10
4,A,2,Aggregation,Cuadrada,mediana,20,No,119,240 Seg,11
4,A,2,Aggregation,Cuadrada,mediana,20,No,126,240 Seg,11
4,A,2,Aggregation,Cuadrada,mediana,20,No,190,240 Seg,11
4,A,2,Aggregation,Cuadrada,mediana,20,No,178,240 Seg,7
4,A,2,Aggregation,Cuadrada,mediana,20,No,169,240 Seg,13
4,A,2,Aggregation,Cuadrada,mediana,20,No,199,240 Seg,10
4,A,2,Aggregation,Cuadrada,mediana,20,No,137,240 Seg,14
5,A,2,Aggregation,Cuadrada,mediana,30,No,159,240 Seg,18
5,A,2,Aggregation,Cuadrada,mediana,30,No,169,240 Seg,19
5,A,2,Aggregation,Cuadrada,mediana,30,No,148,240 Seg,12
5,A,2,Aggregation,Cuadrada,mediana,30,No,137,240 Seg,16
5,A,2,Aggregation,Cuadrada,mediana,30,No,104,240 Seg,21
5,A,2,Aggregation,Cuadrada,mediana,30,No,112,240 Seg,14
5,A,2,Aggregation,Cuadrada,mediana,30,No,170,240 Seg,18
5,A,2,Aggregation,Cuadrada,mediana,30,No,100,240 Seg,20
5,A,2,Aggregation,Cuadrada,mediana,30,No,114,240 Seg,16
5,A,2,Aggregation,Cuadrada,mediana,30,No,119,240 Seg,16
6,A,2,Aggregation,Cuadrada,mediana,40,No,109,240 Seg,23
6,A,2,Aggregation,Cuadrada,mediana,40,No,103,240 Seg,22
6,A,2,Aggregation,Cuadrada,mediana,40,No,118,240 Seg,21
6,A,2,Aggregation,Cuadrada,mediana,40,No,157,240 Seg,24
6,A,2,Aggregation,Cuadrada,mediana,40,No,161,240 Seg,17
6,A,2,Aggregation,Cuadrada,mediana,40,No,118,240 Seg,21
6,A,2,Aggregation,Cuadrada,mediana,40,No,117,240 Seg,14
6,A,2,Aggregation,Cuadrada,mediana,40,No,152,240 Seg,20
6,A,2,Aggregation,Cuadrada,mediana,40,No,102,240 Seg,18
6,A,2,Aggregation,Cuadrada,mediana,40,No,177,240 Seg,16
7,A,2,Aggregation,Cuadrada,mediana,50,No,135,240 Seg,20
7,A,2,Aggregation,Cuadrada,mediana,50,No,125,240 Seg,19
7,A,2,Aggregation,Cuadrada,mediana,50,No,194,240 Seg,18
7,A,2,Aggregation,Cuadrada,mediana,50,No,197,240 Seg,17
7,A,2,Aggregation,Cuadrada,mediana,50,No,104,240 Seg,15
7,A,2,Aggregation,Cuadrada,mediana,50,No,148,240 Seg,26
7,A,2,Aggregation,Cuadrada,mediana,50,No,164,240 Seg,18
7,A,2,Aggregation,Cuadrada,mediana,50,No,168,240 Seg,24
7,A,2,Aggregation,Cuadrada,mediana,50,No,182,240 Seg,21
7,A,2,Aggregation,Cuadrada,mediana,50,No,195,240 Seg,24
8,A,2,Aggregation,Cuadrada,mediana,60,No,169,240 Seg,25
8,A,2,Aggregation,Cuadrada,mediana,60,No,167,240 Seg,21
8,A,2,Aggregation,Cuadrada,mediana,60,No,131,240 Seg,24
8,A,2,Aggregation,Cuadrada,mediana,60,No,150,240 Seg,19
8,A,2,Aggregation,Cuadrada,mediana,60,No,145,240 Seg,20
8,A,2,Aggregation,Cuadrada,mediana,60,No,134,240 Seg,21
8,A,2,Aggregation,Cuadrada,mediana,60,No,138,240 Seg,27
8,A,2,Aggregation,Cuadrada,mediana,60,No,148,240 Seg,19
8,A,2,Aggregation,Cuadrada,mediana,60,No,173,240 Seg,20
8,A,2,Aggregation,Cuadrada,mediana,60,No,182,240 Seg,27
9,A,2,Aggregation,Cuadrada,mediana,70,No,191,240 Seg,26
9,A,2,Aggregation,Cuadrada,mediana,70,No,107,240 Seg,24
9,A,2,Aggregation,Cuadrada,mediana,70,No,116,240 Seg,25
9,A,2,Aggregation,Cuadrada,mediana,70,No,179,240 Seg,23
9,A,2,Aggregation,Cuadrada,mediana,70,No,126,240 Seg,20
9,A,2,Aggregation,Cuadrada,mediana,70,No,155,240 Seg,24
9,A,2,Aggregation,Cuadrada,mediana,70,No,125,240 Seg,24
9,A,2,Aggregation,Cuadrada,mediana,70,No,143,240 Seg,27
9,A,2,Aggregation,Cuadrada,mediana,70,No,111,240 Seg,20
9,A,2,Aggregation,Cuadrada,mediana,70,No,152,240 Seg,21
10,A,2,Aggregation,Cuadrada,mediana,80,No,147,240 Seg,30
10,A,2,Aggregation,Cuadrada,mediana,80,No,160,240 Seg,18
10,A,2,Aggregation,Cuadrada,mediana,80,No,182,240 Seg,24
10,A,2,Aggregation,Cuadrada,mediana,80,No,144,240 Seg,28
10,A,2,Aggregation,Cuadrada,mediana,80,No,195,240 Seg,26
10,A,2,Aggregation,Cuadrada,mediana,80,No,155,240 Seg,23
10,A,2,Aggregation,Cuadrada,mediana,80,No,199,240 Seg,22
10,A,2,Aggregation,Cuadrada,mediana,80,No,167,240 Seg,18
10,A,2,Aggregation,Cuadrada,mediana,80,No,107,240 Seg,19
10,A,2,Aggregation,Cuadrada,mediana,80,No,136,240 Seg,27
11,A,2,Aggregation,Cuadrada,mediana,90,No,170,240 Seg,23
11,A,2,Aggregation,Cuadrada,mediana,90,No,177,240 Seg,24
11,A,2,Aggregation,Cuadrada,mediana,90,No,118,240 Seg,27
11,A,2,Aggregation,Cuadrada,mediana,90,No,183,240 Seg,29
11,A,2,Aggregation,Cuadrada,mediana,90,No,140,240 Seg,26
11,A,2,Aggregation,Cuadrada,mediana,90,No,167,240 Seg,25
11,A,2,Aggregation,Cuadrada,mediana,90,No,157,240 Seg,18
11,A,2,Aggregation,Cuadrada,mediana,90,No,196,240 Seg,23
11,A,2,Aggregation,Cuadrada,mediana,90,No,127,240 Seg,24
11,A,2,Aggregation,Cuadrada,mediana,90,No,114,240 Seg,25
12,A,2,Aggregation,Cuadrada,mediana,100,No,148,240 Seg,23
12,A,2,Aggregation,Cuadrada,mediana,100,No,180,240 Seg,26
12,A,2,Aggregation,Cuadrada,mediana,100,No,116,240 Seg,28
12,A,2,Aggregation,Cuadrada,mediana,100,No,174,240 Seg,29
12,A,2,Aggregation,Cuadrada,mediana,100,No,113,240 Seg,27
12,A,2,Aggregation,Cuadrada,mediana,100,No,142,240 Seg,26
12,A,2,Aggregation,Cuadrada,mediana,100,No,149,240 Seg,28
12,A,2,Aggregation,Cuadrada,mediana,100,No,100,240 Seg,27
12,A,2,Aggregation,Cuadrada,mediana,100,No,163,240 Seg,19
12,A,2,Aggregation,Cuadrada,mediana,100,No,107,240 Seg,24
1,A,2,Aggregation,Cuadrada,grande,2,No,184,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,153,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,188,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,141,240 Seg,1
1,A,2,Aggregation,Cuadrada,grande,2,No,112,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,189,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,141,240 Seg,1
1,A,2,Aggregation,Cuadrada,grande,2,No,175,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,119,240 Seg,0
1,A,2,Aggregation,Cuadrada,grande,2,No,105,240 Seg,0
2,A,2,Aggregation,Cuadrada,grande,5,No,129,240 Seg,1
2,A,2,Aggregation,Cuadrada,grande,5,No,109,240 Seg,0
2,A,2,Aggregation,Cuadrada,grande,5,No,185,240 Seg,1
2,A,2,Aggregation,Cuadrada,grande,5,No,104,240 Seg,2
2,A,2,Aggregation,Cuadrada,grande,5,No,195,240 Seg,2
2,A,2,Aggregation,Cuadrada,grande,5,No,142,240 Seg,0
2,A,2,Aggregation,Cuadrada,grande,5,No,162,240 Seg,1
2,A,2,Aggregation,Cuadrada,grande,5,No,138,240 Seg,0
2,A,2,Aggregation,Cuadrada,grande,5,No,147,240 Seg,1
2,A,2,Aggregation,Cuadrada,grande,5,No,171,240 Seg,1
3,A,2,Aggregation,Cuadrada,grande,10,No,184,240 Seg,0
3,A,2,Aggregation,Cuadrada,grande,10,No,191,240 Seg,1
3,A,2,Aggregation,Cuadrada,grande,10,No,191,240 Seg,1
3,A,2,Aggregation,Cuadrada,grande,10,No,148,240 Seg,2
3,A,2,Aggregation,Cuadrada,grande,10,No,120,240 Seg,0
3,A,2,Aggregation,Cuadrada,grande,10,No,139,240 Seg,1
3,A,2,Aggregation,Cuadrada,grande,10,No,194,240 Seg,0
3,A,2,Aggregation,Cuadrada,grande,10,No,195,240 Seg,2
3,A,2,Aggregation,Cuadrada,grande,10,No,105,240 Seg,4
3,A,2,Aggregation,Cuadrada,grande,10,No,106,240 Seg,0
4,A,2,Aggregation,Cuadrada,grande,20,No,179,240 Seg,7
4,A,2,Aggregation,Cuadrada,grande,20,No,168,240 Seg,1
4,A,2,Aggregation,Cuadrada,grande,20,No,168,240 Seg,1
4,A,2,Aggregation,Cuadrada,grande,20,No,142,240 Seg,3
4,A,2,Aggregation,Cuadrada,grande,20,No,159,240 Seg,7
4,A,2,Aggregation,Cuadrada,grande,20,No,159,240 Seg,7
4,A,2,Aggregation,Cuadrada,grande,20,No,187,240 Seg,2
4,A,2,Aggregation,Cuadrada,grande,20,No,115,240 Seg,5
4,A,2,Aggregation,Cuadrada,grande,20,No,189,240 Seg,2
4,A,2,Aggregation,Cuadrada,grande,20,No,176,240 Seg,3
5,A,2,Aggregation,Cuadrada,grande,30,No,105,240 Seg,7
5,A,2,Aggregation,Cuadrada,grande,30,No,116,240 Seg,6
5,A,2,Aggregation,Cuadrada,grande,30,No,176,240 Seg,9
5,A,2,Aggregation,Cuadrada,grande,30,No,130,240 Seg,4
5,A,2,Aggregation,Cuadrada,grande,30,No,136,240 Seg,1
5,A,2,Aggregation,Cuadrada,grande,30,No,147,240 Seg,10
5,A,2,Aggregation,Cuadrada,grande,30,No,116,240 Seg,6
5,A,2,Aggregation,Cuadrada,grande,30,No,124,240 Seg,5
5,A,2,Aggregation,Cuadrada,grande,30,No,164,240 Seg,9
5,A,2,Aggregation,Cuadrada,grande,30,No,132,240 Seg,10
6,A,2,Aggregation,Cuadrada,grande,40,No,179,240 Seg,4
6,A,2,Aggregation,Cuadrada,grande,40,No,177,240 Seg,4
6,A,2,Aggregation,Cuadrada,grande,40,No,194,240 Seg,11
6,A,2,Aggregation,Cuadrada,grande,40,No,118,240 Seg,13
6,A,2,Aggregation,Cuadrada,grande,40,No,124,240 Seg,12
6,A,2,Aggregation,Cuadrada,grande,40,No,196,240 Seg,14
6,A,2,Aggregation,Cuadrada,grande,40,No,129,240 Seg,10
6,A,2,Aggregation,Cuadrada,grande,40,No,152,240 Seg,9
6,A,2,Aggregation,Cuadrada,grande,40,No,163,240 Seg,13
6,A,2,Aggregation,Cuadrada,grande,40,No,140,240 Seg,12
7,A,2,Aggregation,Cuadrada,grande,50,No,154,240 Seg,17
7,A,2,Aggregation,Cuadrada,grande,50,No,123,240 Seg,11
7,A,2,Aggregation,Cuadrada,grande,50,No,171,240 Seg,18
7,A,2,Aggregation,Cuadrada,grande,50,No,185,240 Seg,15
7,A,2,Aggregation,Cuadrada,grande,50,No,121,240 Seg,16
7,A,2,Aggregation,Cuadrada,grande,50,No,162,240 Seg,16
7,A,2,Aggregation,Cuadrada,grande,50,No,169,240 Seg,18
7,A,2,Aggregation,Cuadrada,grande,50,No,199,240 Seg,10
7,A,2,Aggregation,Cuadrada,grande,50,No,175,240 Seg,22
7,A,2,Aggregation,Cuadrada,grande,50,No,159,240 Seg,16
8,A,2,Aggregation,Cuadrada,grande,60,No,126,240 Seg,9
8,A,2,Aggregation,Cuadrada,grande,60,No,146,240 Seg,15
8,A,2,Aggregation,Cuadrada,grande,60,No,141,240 Seg,13
8,A,2,Aggregation,Cuadrada,grande,60,No,131,240 Seg,17
8,A,2,Aggregation,Cuadrada,grande,60,No,171,240 Seg,21
8,A,2,Aggregation,Cuadrada,grande,60,No,197,240 Seg,17
8,A,2,Aggregation,Cuadrada,grande,60,No,100,240 Seg,13
8,A,2,Aggregation,Cuadrada,grande,60,No,129,240 Seg,13
8,A,2,Aggregation,Cuadrada,grande,60,No,112,240 Seg,19
8,A,2,Aggregation,Cuadrada,grande,60,No,172,240 Seg,19
9,A,2,Aggregation,Cuadrada,grande,70,No,105,240 Seg,24
9,A,2,Aggregation,Cuadrada,grande,70,No,101,240 Seg,15
9,A,2,Aggregation,Cuadrada,grande,70,No,192,240 Seg,16
9,A,2,Aggregation,Cuadrada,grande,70,No,115,240 Seg,15
9,A,2,Aggregation,Cuadrada,grande,70,No,141,240 Seg,23
9,A,2,Aggregation,Cuadrada,grande,70,No,112,240 Seg,19
9,A,2,Aggregation,Cuadrada,grande,70,No,161,240 Seg,25
9,A,2,Aggregation,Cuadrada,grande,70,No,170,240 Seg,21
9,A,2,Aggregation,Cuadrada,grande,70,No,179,240 Seg,15
9,A,2,Aggregation,Cuadrada,grande,70,No,141,240 Seg,23
10,A,2,Aggregation,Cuadrada,grande,80,No,147,240 Seg,23
10,A,2,Aggregation,Cuadrada,grande,80,No,144,240 Seg,24
10,A,2,Aggregation,Cuadrada,grande,80,No,188,240 Seg,19
10,A,2,Aggregation,Cuadrada,grande,80,No,165,240 Seg,17
10,A,2,Aggregation,Cuadrada,grande,80,No,112,240 Seg,21
10,A,2,Aggregation,Cuadrada,grande,80,No,159,240 Seg,22
10,A,2,Aggregation,Cuadrada,grande,80,No,148,240 Seg,23
10,A,2,Aggregation,Cuadrada,grande,80,No,185,240 Seg,17
10,A,2,Aggregation,Cuadrada,grande,80,No,108,240 Seg,22
10,A,2,Aggregation,Cuadrada,grande,80,No,195,240 Seg,23
11,A,2,Aggregation,Cuadrada,grande,90,No,105,240 Seg,25
11,A,2,Aggregation,Cuadrada,grande,90,No,168,240 Seg,24
11,A,2,Aggregation,Cuadrada,grande,90,No,103,240 Seg,23
11,A,2,Aggregation,Cuadrada,grande,90,No,123,240 Seg,19
11,A,2,Aggregation,Cuadrada,grande,90,No,173,240 Seg,28
11,A,2,Aggregation,Cuadrada,grande,90,No,108,240 Seg,20
11,A,2,Aggregation,Cuadrada,grande,90,No,134,240 Seg,12
11,A,2,Aggregation,Cuadrada,grande,90,No,100,240 Seg,17
11,A,2,Aggregation,Cuadrada,grande,90,No,150,240 Seg,24
11,A,2,Aggregation,Cuadrada,grande,90,No,163,240 Seg,23
12,A,2,Aggregation,Cuadrada,grande,100,No,125,240 Seg,23
12,A,2,Aggregation,Cuadrada,grande,100,No,172,240 Seg,29
12,A,2,Aggregation,Cuadrada,grande,100,No,160,240 Seg,29
12,A,2,Aggregation,Cuadrada,grande,100,No,173,240 Seg,24
12,A,2,Aggregation,Cuadrada,grande,100,No,108,240 Seg,23
12,A,2,Aggregation,Cuadrada,grande,100,No,143,240 Seg,25
12,A,2,Aggregation,Cuadrada,grande,100,No,106,240 Seg,25
12,A,2,Aggregation,Cuadrada,grande,100,No,161,240 Seg,27
12,A,2,Aggregation,Cuadrada,grande,100,No,176,240 Seg,23
12,A,2,Aggregation,Cuadrada,grande,100,No,162,240 Seg,28
1,A,2,Aggregation,Hexagonal,pequena,2,No,144,240 Seg,1
1,A,2,Aggregation,Hexagonal,pequena,2,No,150,240 Seg,1
1,A,2,Aggregation,Hexagonal,pequena,2,No,184,240 Seg,0
1,A,2,Aggregation,Hexagonal,pequena,2,No,155,240 Seg,2
1,A,2,Aggregation,Hexagonal,pequena,2,No,119,240 Seg,2
1,A,2,Aggregation,Hexagonal,pequena,2,No,190,240 Seg,1
1,A,2,Aggregation,Hexagonal,pequena,2,No,176,240 Seg,0
1,A,2,Aggregation,Hexagonal,pequena,2,No,154,240 Seg,0
1,A,2,Aggregation,Hexagonal,pequena,2,No,189,240 Seg,0
1,A,2,Aggregation,Hexagonal,pequena,2,No,162,240 Seg,0
2,A,2,Aggregation,Hexagonal,pequena,5,No,116,240 Seg,4
2,A,2,Aggregation,Hexagonal,pequena,5,No,166,240 Seg,1
2,A,2,Aggregation,Hexagonal,pequena,5,No,116,240 Seg,4
2,A,2,Aggregation,Hexagonal,pequena,5,No,162,240 Seg,3
2,A,2,Aggregation,Hexagonal,pequena,5,No,152,240 Seg,4
2,A,2,Aggregation,Hexagonal,pequena,5,No,173,240 Seg,5
2,A,2,Aggregation,Hexagonal,pequena,5,No,102,240 Seg,3
2,A,2,Aggregation,Hexagonal,pequena,5,No,186,240 Seg,4
2,A,2,Aggregation,Hexagonal,pequena,5,No,160,240 Seg,1
2,A,2,Aggregation,Hexagonal,pequena,5,No,170,240 Seg,3
3,A,2,Aggregation,Hexagonal,pequena,10,No,198,240 Seg,8
3,A,2,Aggregation,Hexagonal,pequena,10,No,124,240 Seg,8
3,A,2,Aggregation,Hexagonal,pequena,10,No,104,240 Seg,10
3,A,2,Aggregation,Hexagonal,pequena,10,No,171,240 Seg,10
3,A,2,Aggregation,Hexagonal,pequena,10,No,124,240 Seg,8
3,A,2,Aggregation,Hexagonal,pequena,10,No,145,240 Seg,5
3,A,2,Aggregation,Hexagonal,pequena,10,No,146,240 Seg,10
3,A,2,Aggregation,Hexagonal,pequena,10,No,195,240 Seg,9
3,A,2,Aggregation,Hexagonal,pequena,10,No,110,240 Seg,7
3,A,2,Aggregation,Hexagonal,pequena,10,No,184,240 Seg,9
4,A,2,Aggregation,Hexagonal,pequena,20,No,189,240 Seg,13
4,A,2,Aggregation,Hexagonal,pequena,20,No,149,240 Seg,16
4,A,2,Aggregation,Hexagonal,pequena,20,No,100,240 Seg,14
4,A,2,Aggregation,Hexagonal,pequena,20,No,181,240 Seg,17
4,A,2,Aggregation,Hexagonal,pequena,20,No,152,240 Seg,18
4,A,2,Aggregation,Hexagonal,pequena,20,No,197,240 Seg,11
4,A,2,Aggregation,Hexagonal,pequena,20,No,142,240 Seg,17
4,A,2,Aggregation,Hexagonal,pequena,20,No,172,240 Seg,18
4,A,2,Aggregation,Hexagonal,pequena,20,No,162,240 Seg,16
4,A,2,Aggregation,Hexagonal,pequena,20,No,184,240 Seg,15
5,A,2,Aggregation,Hexagonal,pequena,30,No,152,240 Seg,25
5,A,2,Aggregation,Hexagonal,pequena,30,No,160,240 Seg,19
5,A,2,Aggregation,Hexagonal,pequena,30,No,178,240 Seg,21
5,A,2,Aggregation,Hexagonal,pequena,30,No,123,240 Seg,22
5,A,2,Aggregation,Hexagonal,pequena,30,No,160,240 Seg,19
5,A,2,Aggregation,Hexagonal,pequena,30,No,163,240 Seg,21
5,A,2,Aggregation,Hexagonal,pequena,30,No,101,240 Seg,24
5,A,2,Aggregation,Hexagonal,pequena,30,No,148,240 Seg,22
5,A,2,Aggregation,Hexagonal,pequena,30,No,113,240 Seg,17
5,A,2,Aggregation,Hexagonal,pequena,30,No,179,240 Seg,22
6,A,2,Aggregation,Hexagonal,pequena,40,No,182,240 Seg,19
6,A,2,Aggregation,Hexagonal,pequena,40,No,197,240 Seg,25
6,A,2,Aggregation,Hexagonal,pequena,40,No,137,240 Seg,25
6,A,2,Aggregation,Hexagonal,pequena,40,No,183,240 Seg,27
6,A,2,Aggregation,Hexagonal,pequena,40,No,179,240 Seg,23
6,A,2,Aggregation,Hexagonal,pequena,40,No,127,240 Seg,23
